FedEx Express U.S. Package Standard List Rates: FedEx Standard Overnight®										
"Effective 2/28/2011"										

Weight	Zone 2	Zone 3	Zone 4	Zone 5	Zone 6	Zone 7	Zone 8	Zone 9-10	Zone 11-12	Zone 13-16
51	$68.75 	$97.00 	$197.00 	$211.15 	$225.05 	$230.10 	$239.45 	$243.05 	-	$163.00 
52	$70.10 	$98.50 	$200.05 	$215.15 	$228.25 	$234.80 	$244.05 	$250.80 	-	$165.75 
53	$71.45 	$100.60 	$203.10 	$218.90 	$230.85 	$239.85 	$249.10 	$255.05 	-	$168.50 
54	$72.40 	$102.50 	$206.45 	$223.30 	$234.00 	$245.20 	$253.65 	$259.70 	-	$171.20 
55	$73.75 	$104.65 	$210.10 	$226.35 	$237.45 	$248.70 	$258.15 	$264.25 	-	$174.05 
56	$75.05 	$106.45 	$213.60 	$228.75 	$241.00 	$253.95 	$262.65 	$267.90 	-	$174.15 
57	$76.70 	$108.70 	$216.25 	$233.05 	$245.55 	$258.45 	$266.15 	$271.35 	-	$178.40 
58	$78.35 	$111.20 	$218.50 	$236.25 	$250.75 	$263.35 	$271.00 	$276.90 	-	$183.75 
59	$79.70 	$114.05 	$222.00 	$239.15 	$255.60 	$267.70 	$275.60 	$277.00 	-	$186.75 
60	$80.95 	$116.60 	$225.55 	$243.20 	$259.95 	$272.60 	$280.05 	$282.55 	-	$190.60 
61	$82.40 	$118.75 	$229.05 	$246.05 	$264.50 	$277.15 	$284.90 	$290.50 	-	$194.05 
62	$84.65 	$120.50 	$232.60 	$249.10 	$269.20 	$281.25 	$290.15 	$297.40 	-	$197.45 
63	$85.85 	$122.85 	$236.35 	$252.95 	$273.85 	$285.35 	$295.40 	$304.15 	-	$197.55 
64	$87.60 	$125.25 	$239.85 	$256.85 	$278.50 	$290.70 	$300.60 	$305.00 	-	$204.70 
65	$88.95 	$127.50 	$243.20 	$260.35 	$282.65 	$295.30 	$305.00 	$305.05 	-	$204.75 
66	$90.55 	$127.55 	$243.25 	$260.40 	$287.35 	$300.60 	$308.95 	$311.50 	-	$204.85 
67	$91.90 	$132.60 	$250.75 	$268.05 	$291.60 	$305.00 	$313.60 	$324.30 	-	$211.50 
68	$93.55 	$135.05 	$254.50 	$271.90 	$296.15 	$309.40 	$318.70 	$329.25 	-	$212.80 
69	$95.25 	$137.30 	$257.55 	$275.80 	$301.30 	$313.60 	$323.55 	$329.30 	-	$218.95 
70	$97.15 	$140.10 	$261.50 	$280.00 	$306.30 	$317.80 	$329.05 	$333.90 	-	$219.00 
71	$99.05 	$142.35 	$263.70 	$283.50 	$308.10 	$320.95 	$333.70 	$333.95 	-	$224.60 
72	$101.05 	$144.55 	$267.20 	$287.35 	$312.55 	$326.35 	$339.45 	$350.70 	-	$224.65 
73	$102.50 	$147.80 	$271.45 	$291.60 	$316.75 	$331.50 	$345.70 	$356.65 	-	$224.70 
74	$104.50 	$150.40 	$275.00 	$296.15 	$321.75 	$335.90 	$351.85 	$360.70 	-	$225.85 
75	$106.05 	$152.45 	$278.10 	$300.60 	$324.20 	$341.45 	$355.45 	$360.75 	-	$225.90 
76	$107.70 	$152.50 	$281.95 	$305.00 	$330.55 	$346.50 	$361.95 	$363.95 	-	$231.75 
77	$109.70 	$157.30 	$285.35 	$309.90 	$334.85 	$351.85 	$368.15 	$377.60 	-	$231.80 
78	$111.35 	$159.80 	$289.30 	$314.30 	$339.05 	$356.50 	$374.75 	$377.65 	-	$236.20 
79	$112.70 	$162.75 	$292.65 	$319.05 	$343.45 	$361.45 	$380.25 	$388.05 	-	$236.25 
80	$112.95 	$165.35 	$294.95 	$323.55 	$345.20 	$366.85 	$383.65 	$392.70 	-	$236.35 
81	$116.30 	$168.25 	$298.45 	$327.55 	$350.70 	$371.60 	$389.70 	$392.75 	-	$236.40 
82	$118.95 	$170.85 	$304.80 	$332.20 	$353.30 	$376.95 	$394.60 	$396.80 	-	$236.45 
83	$120.60 	$173.70 	$308.95 	$335.70 	$359.95 	$382.30 	$399.80 	$405.75 	-	$236.50 
84	$121.90 	$176.35 	$312.30 	$339.90 	$360.00 	$387.85 	$404.25 	$411.10 	-	$250.85 
85	$122.50 	$179.20 	$317.30 	$343.80 	$368.55 	$392.85 	$409.20 	$411.15 	-	$258.05 
86	$125.10 	$181.80 	$324.05 	$348.35 	$368.60 	$397.75 	$414.10 	$417.55 	-	$258.10 
87	$126.60 	$184.75 	$329.05 	$353.10 	$368.65 	$403.30 	$418.60 	$424.75 	-	$258.15 
88	$127.85 	$187.65 	$332.25 	$356.90 	$379.40 	$407.80 	$423.45 	$424.80 	-	$258.20 
89	$129.85 	$190.50 	$339.05 	$360.65 	$386.25 	$412.30 	$428.70 	$435.00 	-	$258.25 
90	$129.90 	$193.10 	$344.50 	$364.65 	$390.50 	$416.85 	$433.20 	$444.35 	-	$258.30 
91	$132.50 	$196.00 	$349.20 	$369.25 	$394.70 	$421.70 	$438.00 	$445.30 	-	$258.35 
92	$134.45 	$198.25 	$353.80 	$374.30 	$399.45 	$426.25 	$442.95 	$445.35 	-	$286.05 
93	$136.10 	$200.60 	$358.00 	$378.90 	$404.00 	$430.65 	$447.85 	$454.45 	-	$286.10 
94	$136.15 	$202.75 	$362.40 	$383.15 	$408.30 	$435.65 	$452.40 	$464.95 	-	$286.15 
95	$136.20 	$205.10 	$365.70 	$387.35 	$412.95 	$439.90 	$457.50 	$465.00 	-	$298.45 
96	$141.75 	$207.30 	$369.70 	$391.60 	$417.55 	$444.70 	$462.05 	$465.05 	-	$298.50 
97	$142.85 	$209.60 	$373.45 	$396.35 	$421.75 	$449.55 	$466.90 	$473.85 	-	$298.55 
98	$142.90 	$211.85 	$377.40 	$396.40 	$426.45 	$454.05 	$471.90 	$476.25 	-	$298.60 
99	$142.95 	$213.80 	$380.50 	$404.80 	$430.65 	$458.90 	$476.75 	$482.00 	-	$310.50 
100	$143.00 	$214.00 	$383.00 	$408.00 	$432.00 	$461.00 	$478.00 	$489.00 	-	$325.00 
101	$144.43 	$216.14 	$386.83 	$412.08 	$436.32 	$465.61 	$482.78 	$493.89 	-	$328.25 
102	$145.86 	$218.28 	$390.66 	$416.16 	$440.64 	$470.22 	$487.56 	$498.78 	-	$331.50 
103	$147.29 	$220.42 	$394.49 	$420.24 	$444.96 	$474.83 	$492.34 	$503.67 	-	$334.75 
104	$148.72 	$222.56 	$398.32 	$424.32 	$449.28 	$479.44 	$497.12 	$508.56 	-	$338.00 
105	$150.15 	$224.70 	$402.15 	$428.40 	$453.60 	$484.05 	$501.90 	$513.45 	-	$341.25 
106	$151.58 	$226.84 	$405.98 	$432.48 	$457.92 	$488.66 	$506.68 	$518.34 	-	$344.50 
107	$153.01 	$228.98 	$409.81 	$436.56 	$462.24 	$493.27 	$511.46 	$523.23 	-	$347.75 
108	$154.44 	$231.12 	$413.64 	$440.64 	$466.56 	$497.88 	$516.24 	$528.12 	-	$351.00 
109	$155.87 	$233.26 	$417.47 	$444.72 	$470.88 	$502.49 	$521.02 	$533.01 	-	$354.25 
110	$157.30 	$235.40 	$421.30 	$448.80 	$475.20 	$507.10 	$525.80 	$537.90 	-	$357.50 
111	$158.73 	$237.54 	$425.13 	$452.88 	$479.52 	$511.71 	$530.58 	$542.79 	-	$360.75 
112	$160.16 	$239.68 	$428.96 	$456.96 	$483.84 	$516.32 	$535.36 	$547.68 	-	$364.00 
113	$161.59 	$241.82 	$432.79 	$461.04 	$488.16 	$520.93 	$540.14 	$552.57 	-	$367.25 
114	$163.02 	$243.96 	$436.62 	$465.12 	$492.48 	$525.54 	$544.92 	$557.46 	-	$370.50 
115	$164.45 	$246.10 	$440.45 	$469.20 	$496.80 	$530.15 	$549.70 	$562.35 	-	$373.75 
116	$165.88 	$248.24 	$444.28 	$473.28 	$501.12 	$534.76 	$554.48 	$567.24 	-	$377.00 
117	$167.31 	$250.38 	$448.11 	$477.36 	$505.44 	$539.37 	$559.26 	$572.13 	-	$380.25 
118	$168.74 	$252.52 	$451.94 	$481.44 	$509.76 	$543.98 	$564.04 	$577.02 	-	$383.50 
119	$170.17 	$254.66 	$455.77 	$485.52 	$514.08 	$548.59 	$568.82 	$581.91 	-	$386.75 
120	$171.60 	$256.80 	$459.60 	$489.60 	$518.40 	$553.20 	$573.60 	$586.80 	-	$390.00 
121	$173.03 	$258.94 	$463.43 	$493.68 	$522.72 	$557.81 	$578.38 	$591.69 	-	$393.25 
122	$174.46 	$261.08 	$467.26 	$497.76 	$527.04 	$562.42 	$583.16 	$596.58 	-	$396.50 
123	$175.89 	$263.22 	$471.09 	$501.84 	$531.36 	$567.03 	$587.94 	$601.47 	-	$399.75 
124	$177.32 	$265.36 	$474.92 	$505.92 	$535.68 	$571.64 	$592.72 	$606.36 	-	$403.00 
125	$178.75 	$267.50 	$478.75 	$510.00 	$540.00 	$576.25 	$597.50 	$611.25 	-	$406.25 
126	$180.18 	$269.64 	$482.58 	$514.08 	$544.32 	$580.86 	$602.28 	$616.14 	-	$409.50 
127	$181.61 	$271.78 	$486.41 	$518.16 	$548.64 	$585.47 	$607.06 	$621.03 	-	$412.75 
128	$183.04 	$273.92 	$490.24 	$522.24 	$552.96 	$590.08 	$611.84 	$625.92 	-	$416.00 
129	$184.47 	$276.06 	$494.07 	$526.32 	$557.28 	$594.69 	$616.62 	$630.81 	-	$419.25 
130	$185.90 	$278.20 	$497.90 	$530.40 	$561.60 	$599.30 	$621.40 	$635.70 	-	$422.50 
131	$187.33 	$280.34 	$501.73 	$534.48 	$565.92 	$603.91 	$626.18 	$640.59 	-	$425.75 
132	$188.76 	$282.48 	$505.56 	$538.56 	$570.24 	$608.52 	$630.96 	$645.48 	-	$429.00 
133	$190.19 	$284.62 	$509.39 	$542.64 	$574.56 	$613.13 	$635.74 	$650.37 	-	$432.25 
134	$191.62 	$286.76 	$513.22 	$546.72 	$578.88 	$617.74 	$640.52 	$655.26 	-	$435.50 
135	$193.05 	$288.90 	$517.05 	$550.80 	$583.20 	$622.35 	$645.30 	$660.15 	-	$438.75 
136	$194.48 	$291.04 	$520.88 	$554.88 	$587.52 	$626.96 	$650.08 	$665.04 	-	$442.00 
137	$195.91 	$293.18 	$524.71 	$558.96 	$591.84 	$631.57 	$654.86 	$669.93 	-	$445.25 
138	$197.34 	$295.32 	$528.54 	$563.04 	$596.16 	$636.18 	$659.64 	$674.82 	-	$448.50 
139	$198.77 	$297.46 	$532.37 	$567.12 	$600.48 	$640.79 	$664.42 	$679.71 	-	$451.75 
140	$200.20 	$299.60 	$536.20 	$571.20 	$604.80 	$645.40 	$669.20 	$684.60 	-	$455.00 
141	$201.63 	$301.74 	$540.03 	$575.28 	$609.12 	$650.01 	$673.98 	$689.49 	-	$458.25 
142	$203.06 	$303.88 	$543.86 	$579.36 	$613.44 	$654.62 	$678.76 	$694.38 	-	$461.50 
143	$204.49 	$306.02 	$547.69 	$583.44 	$617.76 	$659.23 	$683.54 	$699.27 	-	$464.75 
144	$205.92 	$308.16 	$551.52 	$587.52 	$622.08 	$663.84 	$688.32 	$704.16 	-	$468.00 
145	$207.35 	$310.30 	$555.35 	$591.60 	$626.40 	$668.45 	$693.10 	$709.05 	-	$471.25 
146	$208.78 	$312.44 	$559.18 	$595.68 	$630.72 	$673.06 	$697.88 	$713.94 	-	$474.50 
147	$210.21 	$314.58 	$563.01 	$599.76 	$635.04 	$677.67 	$702.66 	$718.83 	-	$477.75 
148	$211.64 	$316.72 	$566.84 	$603.84 	$639.36 	$682.28 	$707.44 	$723.72 	-	$481.00 
149	$213.07 	$318.86 	$570.67 	$607.92 	$643.68 	$686.89 	$712.22 	$728.61 	-	$484.25 
150	$214.50 	$321.00 	$574.50 	$612.00 	$648.00 	$691.50 	$717.00 	$733.50 	-	$487.50 


Multiweight/Per-Pound Rates (multiply by total shipment weight)										
"Effective 2/28/2011"										

Weight	Zone 2	Zone 3	Zone 4	Zone 5	Zone 6	Zone 7	Zone 8	Zone 9-10	Zone 11-12	Zone 13-16
100-499	$1.43 	$2.14 	$3.83 	$4.08 	$4.32 	$4.61 	$4.78 	$4.89 	-	$3.25 
500-999	$1.41 	$2.12 	$3.81 	$4.06 	$4.30 	$4.59 	$4.76 	$4.87 	-	$3.23 
1000-1999	$1.39 	$2.10 	$3.79 	$4.04 	$4.28 	$4.57 	$4.74 	$4.85 	-	$3.21 
2000+	$1.37 	$2.08 	$3.77 	$4.02 	$4.26 	$4.55 	$4.72 	$4.83 	-	$3.19 


Go to fedex.com/us/rates-surcharges for additional fee and surcharge information. 										
